"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Bscl2",0.2553088150844,1.04770398092459,0.074,0.047,1
"Rab5b",0.25549641486516,0.750525826836901,0.16,0.102,1
"Parp11",0.255546834475605,0.632324039453514,0.086,0.049,1
"Ephb3",0.255801876966491,0.674916774750656,0.012,0.005,1
"Cd34",0.255879652918454,0.234331469986842,0.025,0.011,1
"Dbndd2",0.255986288288871,1.61128442218081,0.037,0.017,1
"Clasp1",0.256280829316925,0.510612538597735,0.395,0.322,1
"Gm7598",0.256281154997928,3.30356732708497,0.012,0.001,1
"Commd10",0.256411581898048,0.103602483926867,0.185,0.14,1
"Dynlt1f",0.256453053867049,2.19369830349064,0.025,0.006,1
"Engase",0.256490095164634,1.11679088130906,0.025,0.009,1
"Syvn1",0.256888542365838,0.913640822830574,0.111,0.063,1
"Sec23a",0.257041783045017,0.633434670778966,0.136,0.128,1
"Mrpl35",0.257118308203289,0.334748421810349,0.012,0.02,1
"Mospd3",0.25749243947156,0.821951180325313,0.025,0.01,1
"Amz1",0.257520058641827,1.28884573551613,0.025,0.008,1
"Zbtb8b",0.258193136950587,3.48894825046094,0.012,0.001,1
"Dnttip1",0.258241897196595,0.710350291049801,0.099,0.08,1
"Steap4",0.258276060847647,3.230466203073,0.012,0.002,1
"Zfp426",0.258706250684045,0.794798010237331,0.16,0.104,1
"Gm30124",0.259174511603105,3.45029616324148,0.012,0.002,1
"Tmem102",0.259179720803792,2.19185945199918,0.025,0.008,1
"Suox",0.259580594410724,1.64950031878411,0.025,0.007,1
"Arf3",0.260583102793661,0.910504286082116,0.148,0.097,1
"Gba2",0.26070401805437,1.70755779417863,0.037,0.013,1
"Yipf6",0.260762894085038,0.720587907481592,0.049,0.046,1
"Adarb2",0.260837465553778,2.89589579591187,0.012,0.004,1
"Gm42529",0.260974137906487,3.71602970526978,0.012,0.001,1
"Kcnmb2",0.261204133842228,2.31244228848969,0.012,0.001,1
"D17H6S53E",0.261274413644479,0.89913624081483,0.012,0.005,1
"Spcs2",0.261314375314078,0.660726886117636,0.111,0.09,1
"Ube2o",0.261352194945454,0.817051522536264,0.086,0.045,1
"Cfl1",0.261444984982293,1.13506200164209,0.074,0.039,1
"Dvl3",0.261548059103059,0.573767739700491,0.086,0.078,1
"Slc25a53",0.261809221592614,0.302251140856037,0.062,0.038,1
"B3gntl1",0.261816946501505,0.453957696594419,0.062,0.068,1
"Cmya5",0.261831673081039,1.49729175101636,0.049,0.019,1
"Tunar",0.262185623757606,1.4037704599147,0.012,0.003,1
"Rce1",0.262441121896584,1.41315501359881,0.049,0.026,1
"Bend6",0.263136246071212,3.62526338682227,0.012,0.001,1
"Lhfpl3",0.263175809196782,1.59422959343151,0.037,0.012,1
"Gm46555",0.263221547047048,3.35831007393491,0.012,0.001,1
"Cers5",0.263272598716821,0.601856970509947,0.173,0.139,1
"Zfand5",0.263315471906387,0.277788150888626,0.272,0.201,1
"Zmat2",0.263618494709921,1.13962878445876,0.074,0.037,1
"A530083I20Rik",0.263851292089312,3.09973132782191,0.012,0.003,1
"Sesn1",0.263941144457255,0.500547268247224,0.272,0.205,1
"Lmnb2",0.263960110415233,1.63570409576838,0.049,0.02,1
"Ado",0.264239529614188,1.70522479399752,0.025,0.007,1
"Zfp235",0.264248592973143,1.37057261833918,0.025,0.015,1
"AI480526",0.264273618683809,0.118341741749409,0.111,0.131,1
"Acot2",0.264317926306488,0.130887118189246,0.025,0.016,1
"Msr1",0.265074780683235,1.4010318931381,0.012,0.002,1
"Slc26a11",0.265179682506686,1.10681027682325,0.099,0.055,1
"Chm",0.265661519577047,0.5364066141802,0.333,0.263,1
"Zfp748",0.265766301137932,0.897593263979776,0.062,0.03,1
"Rad50",0.265777618344589,0.433014143449305,0.148,0.098,1
"Gm28379",0.265943450657446,0.838232779184513,0.025,0.023,1
"Ska3",0.265962483623882,3.61551050293793,0.012,0.001,1
"Glt28d2",0.266390055159151,1.03003353428745,0.025,0.009,1
"Gadd45a",0.266454604199006,1.70379415899726,0.037,0.016,1
"Gm29506",0.26739620834276,2.63182202018452,0.012,0.002,1
"Chmp6",0.267404139614633,1.54324149700921,0.037,0.018,1
"Fabp5",0.267435642669801,2.3814154062036,0.012,0.005,1
"Tnc",0.267471230986772,2.96352956823277,0.012,0.003,1
"Nradd",0.267846741420739,1.63709449843707,0.025,0.007,1
"Vps51",0.268519267876197,0.270324048208239,0.037,0.023,1
"Atp6v0a2",0.268550078379565,0.74039735432596,0.16,0.113,1
"Baz2a",0.268574821364315,0.244096605113398,0.235,0.233,1
"Pcnp",0.268641884601578,0.389953703466002,0.21,0.148,1
"Gm42697",0.268953185629376,0.50543700759869,0.049,0.026,1
"Tmx2",0.268981031295803,0.687586550497062,0.111,0.065,1
"Masp1",0.268997862449762,1.51531992523208,0.012,0.003,1
"Sag",0.269001315800339,1.84572091204727,0.025,0.01,1
"Gnl3",0.269333476325413,0.143439451989763,0.062,0.076,1
"Donson",0.269364508854551,0.497734919173066,0.012,0.018,1
"Set",0.26960370976249,0.513939762319287,0.111,0.069,1
"Tgfb1",0.270027354797628,0.461522151762806,0.025,0.011,1
"Capzb",0.270054306749893,0.479282969192437,0.235,0.164,1
"Gart",0.270095972851728,0.638261094037016,0.136,0.085,1
"Syt3",0.270262958343249,2.22774925911333,0.025,0.006,1
"Klhl32",0.270615529208929,0.610108457811112,0.148,0.135,1
"Tti2",0.270670818172383,0.565919133118737,0.037,0.04,1
"Xaf1",0.270850289290188,1.94933955205608,0.025,0.006,1
"Pkd1",0.270854226857666,0.430521322340961,0.173,0.117,1
"Nfkbib",0.271206014935744,1.33620630040868,0.037,0.014,1
"Ssr3",0.271592422915812,0.584044733532474,0.16,0.102,1
"Pqbp1",0.271664100938759,1.8313944270201,0.025,0.012,1
"Rnf26",0.271748431133703,0.810901178255184,0.012,0.005,1
"Xxylt1",0.271953568466664,1.10737858648415,0.074,0.038,1
"Twf2",0.272021512967956,1.85218660807044,0.037,0.012,1
"Gga1",0.272100918093451,0.623989177217195,0.074,0.065,1
"Gm41396",0.272294802557138,3.50878908149364,0.012,0.002,1
"Gm48824",0.272325465795615,3.66019747589144,0.012,0.001,1
"Arl6ip4",0.272652933529271,0.499759938597248,0.049,0.027,1
"Gm12781",0.272926969357063,3.43838923603919,0.012,0.001,1
"Gm17029",0.272929854627366,1.02736091686502,0.037,0.016,1
"Gmppa",0.273231249446644,0.168989581571526,0.037,0.024,1
"Sdhd",0.273762193747746,0.549457612950833,0.086,0.053,1
"Adamtsl4",0.27377119653902,0.214653303197477,0.012,0.006,1
"Trib3",0.273787006883318,3.3061131291782,0.012,0.001,1
"Junb",0.273787471351702,0.341391804342805,0.012,0.02,1
"Zfp90",0.274192580737924,0.151357243969559,0.037,0.023,1
"Ryk",0.274439943162938,0.524672831266281,0.247,0.181,1
"Rapgef2",0.274653072461783,0.272819147201555,0.605,0.566,1
"Arhgef10",0.274746459765901,1.17186199258888,0.062,0.028,1
"Gm42696",0.274872266453675,1.76717099844036,0.025,0.007,1
"Ikzf5",0.274978844908692,1.00992134826553,0.099,0.059,1
"Cxxc4",0.275484532631186,2.8706602727109,0.012,0.001,1
"Tirap",0.27567985429022,1.59391408894436,0.037,0.016,1
"Elk3",0.275814254980079,0.122158070114029,0.062,0.037,1
"Exo5",0.275818620722711,0.819247177890446,0.025,0.011,1
"Ncbp3",0.276067933279756,0.479558540311399,0.123,0.114,1
"Gm50350",0.276195071084644,3.22526182358145,0.012,0.001,1
"Dhx8",0.276276662530249,0.738667366781511,0.123,0.073,1
"Nova1",0.276716414818409,1.25607138565186,0.037,0.024,1
"Vwc2",0.276740417167087,2.85568051535887,0.012,0.003,1
"5430427N15Rik",0.27675970339056,3.37811084868984,0.012,0.002,1
"Gm42439",0.276928039112165,1.21195031305597,0.049,0.02,1
"Ube2a",0.277232733155434,1.00802202865904,0.099,0.054,1
"Med10",0.277241124276966,1.70663960274542,0.037,0.013,1
"Gm49322",0.27739745092464,3.62310627605554,0.012,0.002,1
"Hacd4",0.277515186109963,1.01030100575761,0.012,0.014,1
"Mfsd7a",0.278620558228891,2.03035904194222,0.025,0.009,1
"Krt80",0.278635797751629,0.815481666915681,0.012,0.005,1
"Tomm6os",0.278993215283314,3.70422999025635,0.012,0.001,1
"Gm32950",0.27903976277412,1.84172745623611,0.012,0.003,1
"Rtp3",0.279096963858683,3.43586276970157,0.012,0.002,1
"Alg5",0.27914858383859,0.47992685567852,0.062,0.036,1
"Fam3c",0.279354645874116,0.707065765530974,0.062,0.031,1
"Gm20383",0.279407471683316,2.31409310912488,0.012,0.002,1
"Trim12c",0.279418238627654,1.26313788660186,0.049,0.02,1
"Zfp28",0.279542760895433,1.09197091286654,0.037,0.015,1
"Gm17231",0.279620292883282,1.29715759022914,0.037,0.014,1
"Kmt2b",0.280231972425621,0.844266218777011,0.123,0.073,1
"Czib",0.280254213580477,0.757484679211506,0.037,0.033,1
"Zfp993",0.280547455695838,3.11127147889221,0.012,0.003,1
"Nt5dc3",0.280626665609911,0.101176895358171,0.062,0.044,1
"Plekhb1",0.280785874668715,1.54284930850263,0.012,0.003,1
"Adam23",0.280788804645815,2.94610957566351,0.012,0.001,1
"Gm32200",0.280824192181491,2.32598921253938,0.012,0.002,1
"Polr2i",0.281384180042931,1.51679777003051,0.049,0.021,1
"Dgat1",0.281583315461107,0.648717544499368,0.086,0.049,1
"Cdc42",0.281792875801097,0.315829784382073,0.309,0.233,1
"Siah1b",0.282801473051561,1.45848067323019,0.012,0.004,1
"Rnf122",0.28293047822379,1.59901891101344,0.025,0.015,1
"Twf1",0.283009330193114,0.439401257600883,0.086,0.053,1
"Gm15492",0.283106077812762,0.368152106881893,0.025,0.014,1
"Tctn2",0.283133440905929,1.07062002084684,0.049,0.031,1
"Zkscan2",0.283203425571416,2.36413754573621,0.012,0.002,1
"Fshr",0.283340958200595,3.53176102072928,0.012,0.002,1
"Gm14412",0.283430937335235,1.27282763649715,0.037,0.014,1
"Pold2",0.283503678223145,1.26490662380914,0.012,0.004,1
"Fam53a",0.283551848223353,1.01069488873622,0.111,0.065,1
"Cetn4",0.283826668068468,1.25340548454194,0.012,0.011,1
"Erap1",0.284522213601707,0.82157411928327,0.111,0.064,1
"Rnf166",0.284842393825717,0.156770698149019,0.074,0.053,1
"Sgf29",0.285191188067998,0.257684543328991,0.049,0.031,1
"Slc8a3",0.285329853123916,1.98557190968949,0.012,0.002,1
"Nedd8",0.285366172580331,0.470422230869206,0.111,0.072,1
"Pwwp3b",0.285603010974754,0.1480462976986,0.012,0.007,1
"Zfp385a",0.285800205051808,1.98841444499274,0.012,0.003,1
"Sugt1",0.286140050645744,0.71650483043551,0.148,0.112,1
"Rassf9",0.286146323370534,0.165545976401883,0.049,0.03,1
"Ggps1",0.286799392954518,0.129520719084577,0.185,0.145,1
"2310043O21Rik",0.286944600201626,1.16547282060589,0.012,0.004,1
"Zkscan5",0.287157587060447,0.186305004223397,0.074,0.053,1
"Tlr12",0.287227374782498,2.26644234669097,0.025,0.007,1
"Pum3",0.287335255632165,0.632381284485203,0.136,0.084,1
"Adam4",0.287403424698438,1.68354631721861,0.037,0.013,1
"Tm2d3",0.288036263331277,0.644990961214221,0.099,0.058,1
"Cyb561d2",0.288080416107996,1.6271950191752,0.037,0.013,1
"Ino80dos",0.288119155369235,0.489162496628203,0.148,0.097,1
"6030442K20Rik",0.288163648421208,0.103366039283853,0.037,0.025,1
"Gm20621",0.288186638292693,3.58188760719002,0.012,0.002,1
"Sys1",0.288258652039291,0.224152596353773,0.062,0.075,1
"Emcn",0.288312144803148,0.233431618298702,0.111,0.064,1
"Scfd2",0.28839715178042,0.270523666893066,0.407,0.328,1
"Tspan17",0.288438809462158,2.57144494563739,0.012,0.004,1
"Ppp3cb",0.288678083851215,0.393781869155162,0.358,0.282,1
"Fkbp15",0.288724978049951,0.249279584821652,0.247,0.245,1
"Tmem9b",0.288895140345581,0.97568648827047,0.086,0.053,1
"Eme2",0.289081226862228,0.435982904078366,0.012,0.018,1
"Utp14a",0.289375709280573,0.272329734370802,0.086,0.058,1
"Gm36500",0.290034453150386,2.69116922198672,0.012,0.002,1
"Klhl15",0.290127360057493,0.142990219254066,0.136,0.103,1
"Gm41349",0.2905750151115,2.4567008258158,0.012,0.002,1
"Gm17233",0.29067957028063,2.1912480615588,0.012,0.002,1
"Prr14l",0.290771084982002,0.315600971788309,0.383,0.301,1
"Lig3",0.290849570250677,0.144291899661369,0.111,0.083,1
"1110035H17Rik",0.29151962333737,2.14566482723505,0.025,0.007,1
"Ttc12",0.291522957130394,1.23706639784535,0.062,0.029,1
"Tubg1",0.291567965297898,1.17079288445511,0.025,0.009,1
"Cpne8",0.29169603312387,0.591129438521608,0.111,0.066,1
"Rft1",0.291953273376738,0.455511548925435,0.074,0.072,1
"Gimap6",0.292176295069345,0.733656845936242,0.025,0.009,1
"4930590L20Rik",0.29238919993489,2.51124943846575,0.012,0.002,1
"Ski",0.292690116990211,0.217226096927388,0.37,0.292,1
"Rps6kc1",0.293634181856584,0.317351894243765,0.185,0.133,1
"Pttg1",0.293750806972309,0.746076888756096,0.099,0.056,1
"Tnrc6c",0.293805927191348,0.248894424598261,0.556,0.53,1
"Dnlz",0.29386846714485,0.7052080380534,0.037,0.019,1
"Catsper3",0.293889206893918,1.49587381251538,0.025,0.007,1
"Casq1",0.294048576912384,2.63559837515131,0.012,0.002,1
"Rfc3",0.294130129895589,2.04258223241408,0.025,0.006,1
"Gm12764",0.294364349246163,1.87473699564067,0.012,0.007,1
"Tdo2",0.294397363213138,2.23201995993369,0.012,0.002,1
"Sccpdh",0.294485622624563,0.742521150819062,0.049,0.025,1
"Txnl1",0.295055464116598,0.522402813624768,0.185,0.128,1
"Shisa4",0.295593998021515,0.286797196787473,0.012,0.007,1
"Gm16091",0.295886592245884,1.29439157500784,0.049,0.02,1
"Hyou1",0.295890717675761,0.941690381263286,0.099,0.057,1
"Osgin2",0.296030446467045,1.2475700822564,0.049,0.02,1
"Gfer",0.296078119302916,1.07157968342487,0.037,0.027,1
"Apobec3",0.296138695877136,0.161296765855794,0.049,0.029,1
"Acot7",0.296368122480366,0.729686148883439,0.099,0.057,1
"Morf4l1",0.296405406118208,0.428703269001207,0.247,0.208,1
"Gm17058",0.296572981157238,0.642773739960865,0.012,0.006,1
"Atox1",0.296592780988243,0.226532894008852,0.111,0.079,1
"Rbak",0.296637031388336,0.524492278645417,0.037,0.039,1
"Gm12999",0.296951291110977,2.10434128515954,0.012,0.003,1
"Zfp275",0.297203708376251,1.55541868320206,0.025,0.016,1
"1810009A15Rik",0.297227838367485,3.43660243147331,0.012,0.001,1
"Rab29",0.297267464696924,1.6171795375275,0.037,0.013,1
"Raet1e",0.29735159451536,3.44919533420926,0.012,0.001,1
"Zdhhc3",0.297597356750099,0.452642598889518,0.099,0.062,1
"Zwilch",0.298292057214147,2.04571903232359,0.025,0.008,1
"Leo1",0.298633724847903,1.34087575467564,0.025,0.016,1
"Bfsp1",0.298724004990923,3.0299065014186,0.012,0.002,1
"Lipt1",0.298747233942066,1.430435422454,0.025,0.008,1
"Wdr45b",0.298772060572128,0.608600290492227,0.16,0.104,1
"Gm28876",0.298922852861978,3.39807525502205,0.012,0.002,1
"Tasor2",0.299558465002101,0.431455013191701,0.321,0.245,1
"Gm42161",0.29969009536176,1.72517686973494,0.012,0.003,1
"Ufm1",0.300191684741244,0.941329146647985,0.049,0.034,1
"Ptrh2",0.300636559717023,0.984101797626866,0.049,0.023,1
"Tdrp",0.300689238852494,0.703187765322071,0.062,0.032,1
"Pate2",0.300881111572751,1.15393729963617,0.025,0.009,1
"Slc25a18",0.301589899201182,1.28620142882863,0.012,0.004,1
"Aspm",0.301621903097408,1.64273820506394,0.012,0.003,1
"Tmem177",0.301903497857574,2.48758416964765,0.012,0.004,1
"Bap1",0.302046485271827,0.808328010045503,0.062,0.032,1
"Plac8",0.302593196913242,1.52958002817682,0.037,0.013,1
"Galt",0.303382360637321,0.870440705819115,0.025,0.024,1
"Avl9",0.303432047969881,0.516002138772723,0.247,0.181,1
"Clic1",0.303499981166835,0.151857790072564,0.062,0.042,1
"Znrf1",0.303681736643615,0.447266590640143,0.284,0.227,1
"Uspl1",0.30376685052013,0.415151197886336,0.148,0.1,1
"Sgsh",0.304046601389675,1.77149336084446,0.025,0.007,1
"Zfp583",0.304064552617794,2.34866443685031,0.012,0.002,1
"Chrdl2",0.304906569803977,2.80476609909975,0.012,0.002,1
"Lgr4",0.30494331835957,0.172484832243459,0.667,0.584,1
"C4b",0.305262415327563,0.613162026308054,0.012,0.005,1
"Atp5o",0.30530407915658,0.397516492293452,0.16,0.11,1
"Mydgf",0.305728709929061,0.616081567803499,0.049,0.026,1
"Gm10532",0.306176529551754,2.86685986154921,0.012,0.002,1
"Khdrbs3",0.30638646978795,0.584560397078039,0.16,0.105,1
"Golph3l",0.306686141770056,0.362666549042346,0.123,0.083,1
"Rnf215",0.306999204132066,1.29796581829128,0.062,0.029,1
"Gm15810",0.307584501576213,1.2111838217751,0.012,0.004,1
"Reep4",0.30763267541721,0.431324568063488,0.012,0.006,1
"Tnfrsf23",0.307809370969677,1.7277634704361,0.012,0.003,1
"Zmpste24",0.307905059356092,0.606380215157863,0.16,0.113,1
"Nenf",0.308718936377554,0.849693921523413,0.086,0.047,1
"Snx33",0.308811255203115,1.16403959004558,0.037,0.014,1
"Pmm1",0.308857612244171,0.751399277329467,0.025,0.012,1
"Tmem44",0.308885945740815,2.08565359778404,0.025,0.007,1
"Slf2",0.309889805307503,0.201496388878118,0.284,0.222,1
"Lta4h",0.310356068734949,0.749597774663497,0.136,0.085,1
"Ccdc15",0.310708609166412,0.839582612007906,0.111,0.065,1
"Mfsd2b",0.311455779096151,0.193271898616336,0.037,0.024,1
"Tmem199",0.311512025344906,1.22778101700367,0.049,0.029,1
"Pigv",0.311580160785802,0.15169841254238,0.025,0.04,1
"Tstd2",0.311606803960633,0.74886588450754,0.123,0.081,1
"Gm45435",0.312022912752241,1.08214328435577,0.025,0.01,1
"Pcdhga10",0.312074556218171,0.884993107821927,0.012,0.005,1
"Gm16675",0.312115550680812,1.21065290613852,0.025,0.009,1
"Pole",0.312522497383653,0.825983311229805,0.012,0.005,1
"Tmem101",0.312648924260294,1.80814973912135,0.025,0.007,1
"Taf7",0.312788751343195,1.46649317723743,0.049,0.024,1
"Arf5",0.313100558141427,0.641821117033572,0.111,0.066,1
"Emc3",0.313195720803293,0.132040819839343,0.099,0.072,1
"Taf11",0.314294637787915,0.405766758066384,0.062,0.038,1
"Cyb5d1",0.314434110959961,1.98669626520136,0.025,0.007,1
"Gaa",0.314825631730575,0.854298181143565,0.062,0.05,1
"Ppil1",0.315173415008955,1.46184227095495,0.037,0.018,1
"Gm43666",0.315264961643309,3.38682284532629,0.012,0.002,1
"Gm49838",0.315314931995485,0.40412718071643,0.012,0.007,1
"Gm6787",0.315458505513568,3.19709710098459,0.012,0.002,1
"2700049A03Rik",0.316837488019161,0.181495029739035,0.173,0.13,1
"Tmem147",0.316889668838898,0.113155352592068,0.074,0.097,1
"Ap1s2",0.316906971128766,0.274106245715712,0.025,0.014,1
"Stard6",0.316930145398596,0.888979361141576,0.012,0.005,1
"Gm20544",0.317031930252374,2.99526891824027,0.012,0.002,1
"Gm867",0.317040384875215,3.2546611273931,0.012,0.002,1
"Ifi27l2a",0.31755581825068,1.95987578126768,0.025,0.007,1
"Kbtbd8",0.317598431105339,0.130407509250714,0.012,0.008,1
"4930595D18Rik",0.317686472628319,1.12812195867016,0.025,0.009,1
"2810021J22Rik",0.318259075925851,1.4652466963441,0.049,0.021,1
"Polr1e",0.318357825403884,0.672872016184604,0.025,0.012,1
"Sh3tc2",0.318364743532411,0.430142246489656,0.346,0.27,1
"Dtl",0.318375760223452,3.26034668184427,0.012,0.002,1
"Gm16323",0.318413387513657,2.87176124255885,0.012,0.002,1
"Gm43024",0.318614112587369,1.35811750822598,0.012,0.01,1
"Tram1",0.318820691963449,0.517624246862716,0.185,0.126,1
"Ctcf",0.319120620380109,0.16500744541731,0.16,0.183,1
"Rpp30",0.319170113873678,0.4528535692072,0.025,0.03,1
"Ap3s2",0.319731718522934,0.498988841144263,0.111,0.095,1
"Erf",0.319839425645269,1.1194131242769,0.062,0.035,1
"Ift27",0.319940621160365,2.04642538532802,0.025,0.009,1
"Gm44995",0.319997004319143,2.95394440758701,0.012,0.002,1
"Nostrin",0.320203066753998,0.28681803128273,0.025,0.012,1
"Dctpp1",0.320349126077448,1.09197312817896,0.025,0.009,1
"Slc35e4",0.320927145549337,0.494452481227795,0.012,0.006,1
"Sympk",0.321136683185207,0.646407802848012,0.148,0.095,1
"Bco1",0.32121686203336,0.629080551238854,0.012,0.006,1
"Arap3",0.321487899670387,0.674695889537399,0.037,0.016,1
"4931422A03Rik",0.321671464573259,2.32499735337667,0.012,0.002,1
"Gm29055",0.321921521824011,2.25890737852333,0.012,0.005,1
"Ddx55",0.322166244511826,0.852321520546288,0.099,0.056,1
"Gcfc2",0.322393916537945,0.857749470385219,0.111,0.072,1
"P2ry14",0.322522316718469,0.428818194490407,0.025,0.011,1
"5033403F01Rik",0.322549379467948,1.70926633491297,0.012,0.008,1
"Cdk5rap3",0.322562466563778,0.947928212271044,0.062,0.03,1
"Psmb5",0.322634781009498,0.918364649731516,0.074,0.039,1
"Zfp300",0.322860978954295,3.16815248575003,0.012,0.002,1
"2900093K20Rik",0.323230329543107,0.297080356141464,0.037,0.044,1
"Frmd3",0.323379191144795,2.13664127518137,0.012,0.002,1
"Lrrc20",0.32342479574893,1.45793863077623,0.037,0.014,1
"Ttc14",0.323530938363087,0.240720276027175,0.543,0.461,1
"Fer",0.323735699635024,0.148552040303098,0.272,0.214,1
"Rabgef1",0.323781100305688,0.604323852478072,0.173,0.124,1
"Slc38a2",0.323970850794882,0.612951787770201,0.235,0.177,1
"Fdxr",0.323982508398573,0.563730997632005,0.012,0.017,1
"Heg1",0.324402743786259,0.633096638512097,0.099,0.056,1
"Etf1",0.324438026124725,0.566852319499594,0.259,0.202,1
"Rpap3",0.324675402117729,1.04595003819704,0.074,0.038,1
"Dek",0.324807838564517,0.621695460218685,0.123,0.098,1
"Armcx3",0.324983318496899,1.87453765303238,0.025,0.009,1
"Tial1",0.325088668080108,0.323487050262094,0.321,0.291,1
"Unc5a",0.325130775078964,3.2211105369237,0.012,0.002,1
"Zcchc24",0.325318287762848,0.510028542311959,0.025,0.011,1
"Mlh3",0.325477098763652,0.671130596383635,0.185,0.126,1
"Ulbp1",0.325706169924043,1.94365058233589,0.012,0.002,1
"Atf4",0.326110921795842,0.721392315299135,0.111,0.067,1
"Kif24",0.326272789635859,0.628158721113893,0.037,0.039,1
"Ska2",0.32638484896188,0.961329026552004,0.074,0.04,1
"Gm29811",0.326537583241712,2.05874318198563,0.012,0.003,1
"Eif1",0.326634595751728,0.564995990779153,0.198,0.164,1
"3110083C13Rik",0.327113935706852,1.01407988843443,0.012,0.004,1
"Gbp6",0.327174214127378,0.835456246784422,0.025,0.009,1
"Gm15608",0.327246955690921,0.97633185021467,0.025,0.02,1
"Gm43331",0.327291943520741,2.42004102474174,0.012,0.004,1
"Eif2b2",0.327392036636641,1.71389222237545,0.037,0.016,1
"Tbk1",0.327456847648644,0.480586439378912,0.235,0.174,1
"4930579K19Rik",0.327495912065196,2.07926697097671,0.025,0.007,1
"Dusp23",0.327593114999738,0.821932391098481,0.025,0.01,1
"Rtel1",0.327986835638641,0.160205395903657,0.049,0.034,1
"Gm47806",0.328017725038381,3.30408413122961,0.012,0.002,1
"Lrrc58",0.328234356573249,0.120592844181098,0.457,0.387,1
"Lsp1",0.328647693731162,3.16639694513492,0.012,0.002,1
"Serac1",0.328716650435418,0.909388365946401,0.099,0.061,1
"Pla2g7",0.328817128429662,1.75131186418702,0.037,0.014,1
"Tgfbrap1",0.3288769429233,0.253161196999885,0.148,0.108,1
"Nras",0.328896475187593,0.812131717145972,0.111,0.067,1
"Homer2",0.329017697272464,1.37070990014077,0.012,0.004,1
"Slc39a2",0.329752630467535,3.24293082447228,0.012,0.002,1
"Pigs",0.329781991321898,1.02131848009595,0.049,0.032,1
"Spata6",0.330042919057976,0.228195143177444,0.284,0.223,1
"Phlpp1",0.330259924739683,0.16982119785911,0.494,0.424,1
"Fundc1",0.330493785156198,0.483130745202966,0.049,0.049,1
"Ppp2r5c",0.330559021287773,0.130611081382111,0.259,0.212,1
"Apc2",0.330745911525482,3.03206782579275,0.012,0.002,1
"Bet1",0.332044382949951,0.894000318122531,0.099,0.063,1
"Icosl",0.332147266998585,0.870967974430339,0.025,0.01,1
"Defb42",0.332218010834984,2.58857154622081,0.012,0.004,1
"Ccdc80",0.332247626321743,0.899454962330521,0.025,0.008,1
"Gm128",0.332427975703318,1.8002130126042,0.012,0.003,1
"Zfp626",0.332818315465312,0.417176969322068,0.086,0.055,1
"Haus5",0.332940152681734,1.24408006293661,0.012,0.01,1
"Slc35a5",0.332968523275515,0.151950216643192,0.074,0.084,1
"B230307C23Rik",0.333035633439916,0.881585143689376,0.099,0.059,1
"Tpgs1",0.33307365948771,0.139974741209103,0.012,0.008,1
"Arl13b",0.333095515956146,0.631275403725603,0.099,0.075,1
"Tmem168",0.333471835475871,0.528299956484241,0.148,0.098,1
"Npy",0.333795749034736,1.89328196437346,0.012,0.002,1
"Camk1",0.333948595040174,0.941919451415977,0.074,0.038,1
"Rcor2",0.334159976455406,2.72564899943861,0.012,0.002,1
"Klhl28",0.33427531041593,0.655435940863343,0.148,0.099,1
"Cdh5",0.334832383877587,1.21456130141984,0.037,0.014,1
"Cwc15",0.334859876806532,0.135570371823724,0.099,0.073,1
"Tmem81",0.334950464818179,0.980309780892521,0.012,0.005,1
"Usp30",0.33520158967426,1.13899675815178,0.062,0.031,1
"Zfp454",0.335225867423536,0.722693759737006,0.012,0.005,1
"Fam174b",0.335269899615114,1.33103029992477,0.025,0.008,1
"G3bp2",0.335550436444776,0.227214873922602,0.173,0.13,1
"Lysmd3",0.335938330039284,0.808087421094534,0.086,0.064,1
"Ttc33",0.336896748112763,0.646521683194919,0.062,0.064,1
"Tmem258",0.337183087493427,0.655804909448121,0.062,0.034,1
"Ccn2",0.337708839941237,0.804914616569527,0.062,0.037,1
"Trim68",0.337961417331655,1.68402441234352,0.025,0.007,1
"Dll4",0.338313936884569,1.35567047755707,0.025,0.008,1
"Gm32926",0.338348806988118,1.91540608764676,0.025,0.007,1
"Pms2",0.338738343256227,0.954755385733646,0.037,0.029,1
"Gm41414",0.339059473564999,2.36957177963329,0.012,0.002,1
"Rexo2",0.339106885043942,0.558952281102691,0.049,0.049,1
"Cntn1",0.339168426995969,0.598887405809018,0.012,0.003,1
"Vps11",0.339227928619288,0.576059257201453,0.099,0.062,1
"1600012H06Rik",0.339329296878779,0.92967866822619,0.037,0.027,1
"Atp6v1g2",0.339376376265905,1.29357884527677,0.025,0.008,1
"Eif5a2",0.33959574302536,0.476608767541283,0.012,0.006,1
"Bax",0.339712623261708,0.677736761444983,0.049,0.028,1
"Ap4e1",0.340219438222048,0.458127717201723,0.21,0.153,1
"Fbxl16",0.340776286711496,1.70221541644639,0.012,0.003,1
"Pot1b",0.34151571245739,0.660258756087399,0.123,0.093,1
"Usp18",0.341691698171041,1.550079259928,0.025,0.007,1
"Nol7",0.341771435852059,0.327564570896773,0.049,0.054,1
"Ifi202b",0.341792302509365,1.97178706955536,0.012,0.002,1
"Zfp791",0.341819241437357,1.33168302716603,0.037,0.014,1
"Fra10ac1",0.341897610491683,0.286355896639063,0.173,0.128,1
"Ppp1r18",0.342029205632029,1.26770581056092,0.012,0.003,1
"Vps4b",0.342186571966621,0.377282482333329,0.21,0.151,1
