"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Pprc1",0.342373510227252,0.702877229263212,0.074,0.041,1
"Zgpat",0.342567997587708,0.911173123466233,0.074,0.052,1
"Ddx50",0.342617961721487,0.399718712118378,0.333,0.283,1
"Arpc1b",0.342670839364737,1.23709939595798,0.049,0.026,1
"Ctu2",0.342930007650757,1.94432335411402,0.025,0.01,1
"Pycard",0.342947706311291,1.23195906456479,0.025,0.009,1
"Nicn1",0.343140691937321,0.465388002350761,0.025,0.014,1
"Ntn3",0.344029973293217,1.68954299891851,0.012,0.003,1
"Iscu",0.344172167961768,0.769748673655061,0.099,0.067,1
"Ctdp1",0.344176451584563,0.892329496801576,0.111,0.071,1
"Zfp991",0.344189598061438,1.52393446443087,0.037,0.015,1
"Map7d3",0.344389414584236,0.790807949757402,0.012,0.005,1
"Lrrtm2",0.344546814413452,2.86647759838883,0.012,0.003,1
"Coa3",0.344603508470206,0.645107735204554,0.049,0.026,1
"Pcnt",0.344725295416881,0.591722603203883,0.173,0.123,1
"Uvrag",0.344896921457019,0.12852623907017,0.494,0.423,1
"Ehd3",0.345258008040748,0.858670058374186,0.037,0.016,1
"Gm9946",0.346695073884002,2.63899140868325,0.012,0.004,1
"4932443L11Rik",0.347027805254734,1.96995987863664,0.025,0.008,1
"Abhd10",0.347051039522379,0.247470637958153,0.086,0.06,1
"Crb3",0.347101816160855,0.934768162657379,0.062,0.031,1
"Rfc4",0.347296328220428,0.349637288357965,0.012,0.007,1
"Gm47601",0.347586009015147,2.05449140333288,0.025,0.007,1
"Mrgpra6",0.347710979764965,3.06855962842025,0.012,0.002,1
"Vat1",0.347717760028754,0.240053257462103,0.012,0.007,1
"S100a1",0.348383034578981,0.22327859863445,0.074,0.051,1
"Btf3",0.348550404667485,0.675407253831661,0.148,0.097,1
"Zfp934",0.348702890638597,0.415864568431379,0.099,0.096,1
"Zfp319",0.348798191999486,1.76907798546747,0.025,0.007,1
"Crkl",0.348844767730542,0.543218454206401,0.136,0.121,1
"Zc2hc1a",0.348922417439754,0.377740938957849,0.272,0.206,1
"Dohh",0.349038297475457,1.46749830234132,0.037,0.014,1
"Lrguk",0.349113474753357,2.17813605139653,0.012,0.006,1
"Sult2b1",0.349182331011639,1.74253392774558,0.012,0.003,1
"Sytl3",0.349232104563881,1.78311394629501,0.012,0.003,1
"Cd93",0.349966590684685,0.254373669518357,0.025,0.012,1
"Tmem251",0.350188099438801,0.864505967371581,0.037,0.017,1
"Usp9x",0.350240539082288,0.232929579057247,0.617,0.538,1
"Mrpl39",0.350472293588508,0.898618176880203,0.074,0.039,1
"Mr1",0.350693284199985,2.62219298777633,0.012,0.004,1
"Polr2f",0.350764594724251,1.22509633216261,0.049,0.027,1
"Zfp273",0.350872819684836,0.348424208813678,0.037,0.023,1
"Phtf1",0.350984183827158,0.475501232333375,0.198,0.14,1
"Stk35",0.351415701828655,0.14534432405043,0.136,0.106,1
"Zfp960",0.351478576934957,1.33258990237175,0.037,0.02,1
"Pccb",0.351537045710223,0.546429912049281,0.185,0.133,1
"Rccd1",0.352068025083865,1.23868610617231,0.049,0.022,1
"1300002E11Rik",0.352370289618044,1.19588206463634,0.049,0.034,1
"Fbxo3",0.352675692007684,0.269583789149382,0.321,0.254,1
"Tomm6",0.352680368841893,0.952828999937474,0.062,0.031,1
"Garnl3",0.35271844892338,1.4631958358168,0.012,0.009,1
"Slc49a4",0.352723427226352,0.758533444111032,0.123,0.078,1
"Eid1",0.35298203400409,1.08958770946192,0.037,0.024,1
"Ranbp3",0.35311673142727,0.699310537356392,0.099,0.076,1
"Rbbp9",0.353213604328415,0.759578057222057,0.062,0.047,1
"Ror1",0.353279231257613,0.240242150362326,0.605,0.543,1
"Zfp955a",0.353322548871373,1.09701251991659,0.049,0.022,1
"Gm15246",0.353566297956429,1.87915859750948,0.025,0.009,1
"Mxd1",0.353642220072036,0.590511300009383,0.062,0.035,1
"Gm11290",0.353808104368799,2.5617501089458,0.012,0.002,1
"Bora",0.353849112966877,1.08007096324674,0.049,0.022,1
"Rabl3",0.353970198856485,0.414212322115761,0.086,0.056,1
"Mcfd2",0.354032876249081,0.687762947157015,0.136,0.088,1
"Itfg2",0.354074857173249,0.815626403240645,0.074,0.053,1
"Tcof1",0.354123856758214,0.899078596811218,0.049,0.025,1
"Spi1",0.354290940145771,3.08587956725155,0.012,0.002,1
"Zfp207",0.354427010464696,0.284123966470949,0.519,0.46,1
"2810414N06Rik",0.354823984443066,1.11880191128691,0.012,0.005,1
"Zscan21",0.355078071546639,0.582327676081506,0.111,0.069,1
"Atp6v1c1",0.355101353765647,0.355115342368173,0.185,0.177,1
"Shoc2",0.355180614504969,0.218998512101695,0.284,0.227,1
"Ccdc22",0.355232838888686,1.37351888297126,0.037,0.014,1
"Ahi1",0.355304847693242,0.205439394622675,0.148,0.108,1
"Zfc3h1",0.355899848432108,0.322728831402399,0.494,0.447,1
"4930589L23Rik",0.356130330013936,2.95655386085623,0.012,0.002,1
"Tnfaip1",0.356165275798839,0.753666110837093,0.074,0.058,1
"Stx4a",0.356213061646821,0.914567838684124,0.062,0.044,1
"Cdk13",0.356231165890879,0.133864736976925,0.568,0.564,1
"Gabbr2",0.356551529148105,2.39879213658074,0.012,0.002,1
"Pus7l",0.356688412101238,1.22833231408511,0.025,0.009,1
"Triqk",0.356862560804582,0.23142533880167,0.012,0.02,1
"Arl5a",0.357423866746521,0.56916291953555,0.148,0.112,1
"Mecomos",0.357675914727756,0.148750053220092,0.025,0.015,1
"Vamp8",0.358041734142977,0.266656793432164,0.111,0.08,1
"Slc25a43",0.358174343181617,0.275552887787566,0.012,0.007,1
"Ltbp3",0.358238570861292,0.195054794349862,0.012,0.021,1
"4930503L19Rik",0.358377856295507,0.971121014972943,0.037,0.016,1
"Btbd6",0.358533457812127,1.4092306873339,0.025,0.008,1
"Gm11766",0.35862381123424,0.147265148719056,0.012,0.009,1
"Pcdhb16",0.358835297100154,2.91046624383832,0.012,0.002,1
"Zfp781",0.359357948421233,2.73335416016783,0.012,0.003,1
"Ptp4a3",0.359635079044295,2.1175858125403,0.012,0.002,1
"Eif3c",0.35965928155604,0.610670484880008,0.16,0.108,1
"Gm15880",0.360339753139549,2.20686206419545,0.012,0.002,1
"Fam168b",0.360379811092225,0.569827566537941,0.173,0.135,1
"Rbp4",0.360554663359927,2.02739294010633,0.012,0.003,1
"Cxcl17",0.361010689420469,0.749049788281966,0.012,0.005,1
"Sp140",0.361059183523076,0.586282906430241,0.025,0.012,1
"Tfe3",0.361460700589524,0.666551066438981,0.062,0.034,1
"Pxdn",0.361472387976517,1.54999203677825,0.037,0.017,1
"Map3k5",0.361499219334282,0.285486475352613,0.765,0.702,1
"Gm13427",0.361513976554171,0.574180126965291,0.012,0.016,1
"Nexn",0.361607867727364,1.16153063329059,0.049,0.023,1
"Isg20l2",0.361742931527961,0.334854116798886,0.074,0.049,1
"Kcnab3",0.361878904642111,3.05992729871439,0.012,0.002,1
"Gm27028",0.361899000698989,1.82150535222882,0.012,0.003,1
"Mark4",0.362200009094063,0.874210061847327,0.099,0.058,1
"A530041M06Rik",0.362417671296795,1.20934157969558,0.025,0.02,1
"Cpt1c",0.362695975345609,1.41981442483466,0.012,0.003,1
"Gm16159",0.363193235156683,3.11346619298342,0.012,0.002,1
"Scg5",0.363430775993686,0.827844142869933,0.037,0.017,1
"Mcrip1",0.363595185994347,0.819583696769307,0.074,0.04,1
"Magoh",0.36382946245245,0.184040451683047,0.037,0.024,1
"Ccdc28b",0.363949611249599,1.25056099333401,0.037,0.015,1
"Dner",0.364088696971514,2.77062187038742,0.012,0.002,1
"Bcl9",0.364961964047287,0.331848892912844,0.198,0.145,1
"Samd14",0.364995526563776,1.82517220483545,0.012,0.003,1
"Gm34907",0.365107982870566,1.24238224131216,0.012,0.004,1
"Tor1aip1",0.365444696347041,0.226205434219871,0.358,0.331,1
"Gm26692",0.36549529663924,2.98491435662298,0.012,0.002,1
"Gm11532",0.36550559819754,2.66081943824712,0.012,0.002,1
"Rala",0.365908566695003,0.626738791941573,0.185,0.143,1
"Gm27209",0.366033884003112,2.84343309347588,0.012,0.002,1
"Ankrd39",0.366287396261849,0.822894194497231,0.049,0.027,1
"Col10a1",0.366483893816429,2.78806502696866,0.012,0.002,1
"Ndufb3",0.366685640197324,0.484387940504023,0.21,0.152,1
"Tnn",0.366771969123823,0.859091460619636,0.012,0.003,1
"Ecsit",0.366945697632235,0.654769308319841,0.099,0.077,1
"Fjx1",0.367034411417792,1.32154234674916,0.012,0.004,1
"Tmprss6",0.36708678116068,2.58706393971553,0.012,0.002,1
"Tcp11l2",0.367204246864094,0.864561308857808,0.099,0.058,1
"Ssbp4",0.367763614403329,1.79313932752629,0.025,0.009,1
"A930004D18Rik",0.367780311402217,1.67970780158399,0.025,0.008,1
"Gm20404",0.368554799109202,0.381704003372612,0.025,0.014,1
"Ak6",0.369057102687163,0.138141492123454,0.062,0.044,1
"Taf4",0.369135814239849,0.638434151289234,0.123,0.102,1
"Trappc3",0.369459819295342,0.842181909450287,0.086,0.05,1
"Guf1",0.369517896883649,0.658531853142468,0.173,0.122,1
"Ing5",0.369683108849919,0.989514940446691,0.037,0.027,1
"Slc25a32",0.369744629484074,0.792114113672955,0.111,0.07,1
"Riok3",0.369988526133952,0.427808969377468,0.321,0.263,1
"Abcb7",0.370124197916403,0.377610766069945,0.383,0.314,1
"Sptan1",0.370420232307503,0.238928618941591,0.481,0.405,1
"Dnhd1",0.370447701617276,0.641405164793996,0.074,0.062,1
"Cox6c",0.370459085079298,0.205917141775636,0.333,0.274,1
"Psmg1",0.370709113032724,0.560760041143894,0.037,0.036,1
"Rab22a",0.370997736366644,0.106913767146306,0.21,0.175,1
"AI837181",0.371022132003085,0.538691505401549,0.025,0.013,1
"Kat5",0.371066037105698,1.31540513531632,0.049,0.023,1
"Zfp938",0.371114582638701,0.5196447760658,0.086,0.053,1
"Kptn",0.371356610938472,0.204900893978522,0.049,0.033,1
"Xkr9",0.371611945175476,1.17799280015754,0.012,0.004,1
"Eif3d",0.371764389126112,1.21251905249587,0.049,0.024,1
"Mapk3",0.37204402893146,1.49223296178886,0.037,0.015,1
"Inafm2",0.372064586817596,1.2086000096981,0.025,0.009,1
"Gxylt1",0.372146648336343,0.8677887158108,0.086,0.057,1
"2410080I02Rik",0.37310519003434,2.47314315759566,0.012,0.004,1
"Zfp108",0.373128559992193,2.26599733889503,0.012,0.005,1
"Gm48342",0.37334859452115,0.694299150729174,0.012,0.015,1
"Ankfy1",0.373458608173941,0.496949544407596,0.259,0.207,1
"Hspa2",0.373604635266149,3.05807194071909,0.012,0.002,1
"E130304I02Rik",0.374002546730366,2.42575931472609,0.012,0.002,1
"Tbl2",0.374044416964163,0.987396908908857,0.037,0.017,1
"Kpna1",0.374197686564386,0.464682139682476,0.21,0.157,1
"Smarcc2",0.374250553431843,0.343781901354697,0.247,0.186,1
"Gpr183",0.374441140431834,0.48765298819642,0.012,0.007,1
"Prrg2",0.374857106964514,0.303946607887239,0.025,0.035,1
"Gm21844",0.375278868856627,2.61629268241084,0.012,0.002,1
"Polr3b",0.375527355532583,0.355545158583026,0.16,0.113,1
"Pln",0.375568184048119,2.76612733808078,0.012,0.002,1
"Terb1",0.375702024118248,1.78157004879775,0.025,0.009,1
"Slc38a10",0.375870604557304,0.138251876235647,0.123,0.094,1
"Dok4",0.375995857162032,1.83083654440596,0.025,0.009,1
"Cttnbp2nl",0.376025879813308,0.318501028246238,0.086,0.061,1
"Gm10865",0.377334008282433,2.75914660864049,0.012,0.003,1
"Klrg2",0.377659700843436,1.82166584904612,0.012,0.003,1
"Sft2d3",0.377732846360666,0.482340256075868,0.074,0.046,1
"Sp3",0.377780050620557,0.320610918863495,0.309,0.24,1
"Cavin2",0.378230322263329,0.272565407976015,0.049,0.031,1
"Gm44037",0.37831723213855,2.68965940369196,0.012,0.002,1
"Sfr1",0.37862918027361,0.848831335383792,0.025,0.021,1
"Mis12",0.378993544626075,1.62011067259932,0.037,0.015,1
"Nifk",0.379073232653709,0.77084110429007,0.037,0.019,1
"Arcn1",0.379256623622853,0.164634919595236,0.21,0.217,1
"Slc22a15",0.379747118513312,1.09656772133958,0.037,0.015,1
"A430005L14Rik",0.37979154234215,1.05584500475166,0.049,0.024,1
"Mia3",0.379920034413775,0.443875346617775,0.272,0.233,1
"Cox18",0.380174370344673,1.18686843948722,0.049,0.026,1
"Pign",0.380970822508341,0.351815801470974,0.309,0.281,1
"Cul7",0.380989095300208,0.427976858178625,0.012,0.018,1
"Tbkbp1",0.381212560059011,1.73731006730266,0.012,0.003,1
"Gm43507",0.381217176460202,1.72306419419997,0.012,0.003,1
"Gm38102",0.381470379091101,1.23335606069249,0.012,0.004,1
"Dhdh",0.381841867784006,0.664319667025773,0.049,0.042,1
"Phf8",0.382070565967771,0.341360854615002,0.222,0.205,1
"Ngrn",0.382417162405938,0.996826026932975,0.062,0.038,1
"Tmem160",0.382704634429935,0.525229459586828,0.037,0.021,1
"Gm46218",0.382716552915816,0.228182477650344,0.062,0.07,1
"Gm44421",0.382727835754948,1.54861616197145,0.012,0.008,1
"Gm20457",0.382781354853235,1.4700787437029,0.037,0.016,1
"Alpk1",0.383092878277731,0.167617368573838,0.049,0.032,1
"Armh1",0.383444476051385,1.45881079413573,0.012,0.004,1
"Trafd1",0.383732230872699,0.71770937969035,0.099,0.069,1
"Zfp954",0.383980867569697,1.23435637284518,0.025,0.009,1
"2510009E07Rik",0.384597856763227,0.463332150947467,0.099,0.091,1
"Tmem185a",0.38465952337792,0.754828538086898,0.049,0.027,1
"Gm47071",0.384721143069479,1.33134922308703,0.025,0.009,1
"Svip",0.385189457842094,0.961685499920502,0.049,0.032,1
"Slc4a11",0.385275895861184,0.454320789275188,0.025,0.012,1
"Cenpn",0.386076819769615,1.22827550548788,0.012,0.004,1
"Stac3",0.386295365928391,2.02720344382581,0.012,0.003,1
"Zfp109",0.386307356863305,0.244771997989813,0.012,0.008,1
"Gm30122",0.386429960975405,1.62069429365375,0.037,0.016,1
"Ripor3",0.386619382834511,0.249573428604379,0.025,0.014,1
"Zfp770",0.386950337497117,1.05994729633458,0.062,0.032,1
"Gnl3l",0.387429178815693,0.403623317016281,0.074,0.047,1
"Rnaseh2a",0.387628378319621,1.2448154115307,0.025,0.017,1
"Cfi",0.387668388115528,1.5895634796727,0.025,0.008,1
"Map10",0.387988870712334,0.770718458708257,0.012,0.006,1
"Spdl1",0.38811435159553,2.89859021199679,0.012,0.002,1
"Kcnn1",0.388132099926488,1.74487429611674,0.012,0.003,1
"Gm16549",0.388317090410683,1.70696193309537,0.012,0.003,1
"Kdm4d",0.388335989483745,1.76161714105277,0.025,0.01,1
"Polq",0.388522603175491,0.762995395561615,0.012,0.005,1
"2610037D02Rik",0.388591956407972,0.43682728751717,0.346,0.278,1
"Gm20705",0.388676763679273,2.74392350401047,0.012,0.003,1
"Csdc2",0.388766735341098,2.51583327345695,0.012,0.002,1
"Smim15",0.38880151344614,0.118590648414176,0.037,0.026,1
"Alkbh5",0.388883854831624,0.522837187004118,0.16,0.11,1
"Pmf1",0.389272220218468,1.36347986550415,0.037,0.015,1
"Gm48770",0.389533603063362,1.12145960937367,0.025,0.01,1
"Nae1",0.390134503644817,0.533238548549302,0.148,0.101,1
"Gm6598",0.390365476887845,1.39103111801723,0.037,0.015,1
"Vps37b",0.390646416177519,0.833079269902016,0.074,0.041,1
"Bahd1",0.390690449416599,1.14192337386567,0.049,0.03,1
"Parp1",0.390777788232925,0.573738742000486,0.062,0.037,1
"Dbi",0.390895767264794,0.338250297167026,0.358,0.288,1
"Gm27200",0.391021367476361,1.97515149870158,0.012,0.006,1
"Hoxa1",0.391217559158831,2.67533831043708,0.012,0.002,1
"Gm32391",0.391490362421825,0.326283260935532,0.012,0.008,1
"Tm7sf2",0.391756579138124,0.746763572369725,0.025,0.012,1
"Senp2",0.39183331519883,0.545786136373647,0.222,0.171,1
"Gm10135",0.392238155496574,1.14243893234994,0.037,0.022,1
"Gm13710",0.392705102751112,2.57296068778578,0.012,0.002,1
"Lrrc4",0.392775602621852,0.943690838623475,0.099,0.063,1
"Tm7sf3",0.393007809563264,0.566058320799764,0.148,0.115,1
"Tppp",0.393297177375218,1.78419426929529,0.025,0.008,1
"Srpr",0.393464239065661,0.582171412381466,0.136,0.119,1
"Efcab7",0.393472422282734,0.41850427865587,0.148,0.101,1
"Cct7",0.393489373525169,0.881761500143682,0.086,0.052,1
"Socs4",0.393524228037773,0.481058518923263,0.123,0.084,1
"Parp10",0.393622017508743,0.367448225870134,0.074,0.077,1
"Zfp51",0.39362651252123,1.0795813354256,0.049,0.023,1
"2510046G10Rik",0.393651668963996,0.427164626117553,0.012,0.007,1
"Ccdc127",0.393955593923154,0.906745634189463,0.074,0.041,1
"Rnmt",0.394081119344375,0.63713490898783,0.123,0.082,1
"Tsga10",0.394170496702235,0.532966433687852,0.074,0.071,1
"D330023K18Rik",0.39422797584095,0.417411681930566,0.074,0.047,1
"Gm26779",0.394435711616259,1.32118334947978,0.037,0.015,1
"Gm26631",0.39486853447453,1.31530996457625,0.025,0.009,1
"Cebpz",0.395063487267757,0.618637745957037,0.148,0.102,1
"Gpld1",0.395127125045792,1.80642492796315,0.025,0.009,1
"Arhgap33os",0.395391806947438,2.57673163679855,0.012,0.003,1
"Zfp961",0.395549604986641,0.636972483897524,0.136,0.098,1
"Lims2",0.395561013131346,0.340628997519076,0.198,0.144,1
"Sbf1",0.395742809533272,0.116112385120847,0.074,0.088,1
"Kbtbd4",0.395937087890058,0.662997311786274,0.012,0.015,1
"5730480H06Rik",0.395945498789548,0.450694781827422,0.16,0.112,1
"Adora1",0.396053294716435,0.726565993163026,0.012,0.005,1
"Fam3a",0.396148186144563,0.87536431757603,0.062,0.033,1
"Sh3bgrl3",0.396265496775988,1.29499143168448,0.037,0.015,1
"Tmem220",0.396616914921137,0.644905032698147,0.025,0.024,1
"Aspn",0.396662850379059,2.06430402034797,0.012,0.002,1
"Adipor1",0.396759637013212,0.739694657385595,0.123,0.081,1
"1810037I17Rik",0.396877448100743,0.921989756465793,0.062,0.032,1
"Dnpep",0.397430685772682,1.31558127542563,0.037,0.015,1
"E330021D16Rik",0.397476335764239,1.2120847727797,0.012,0.005,1
"Slx4ip",0.397583671519965,0.519574219871382,0.259,0.207,1
"Inha",0.397963150403936,2.84765610313164,0.012,0.002,1
"Gnb1",0.398195432162784,0.115344911488514,0.309,0.255,1
"Fadd",0.398218627526139,2.56145877550949,0.012,0.004,1
"Gm37768",0.398500928080752,0.995337816327746,0.049,0.024,1
"Ncstn",0.398552837192885,0.212228553861397,0.111,0.081,1
"Gm27227",0.398567127898431,2.77107221384125,0.012,0.002,1
"Ren1",0.398926548593272,0.374884710917226,0.012,0.003,1
"Fcnaos",0.398983396391147,0.395796432881959,0.012,0.008,1
"Zfp9",0.399053217073481,1.77061590921217,0.025,0.008,1
"Cntn3",0.399097716797711,0.508218605412627,0.025,0.011,1
"C2cd6",0.399183495145767,2.22182287795058,0.012,0.002,1
"Stx11",0.399956245918987,2.20774064492787,0.012,0.002,1
"Mlh1",0.400311077982582,0.334044911703811,0.111,0.077,1
"Pik3r3",0.400380378575855,0.777733435681166,0.111,0.07,1
"Zbtb37",0.40084531956741,0.674802640575649,0.136,0.091,1
"9130221H12Rik",0.400870314388451,1.97211744414625,0.012,0.003,1
"Yae1d1",0.401180989328701,0.868606525120879,0.086,0.056,1
"Myl12b",0.401326400696944,0.36434683167726,0.21,0.156,1
"B630019A10Rik",0.402207351908261,2.71165496711605,0.012,0.002,1
"Cr2",0.402496174388654,0.88983412537963,0.012,0.013,1
"Zscan12",0.402665127986262,0.540026374008361,0.025,0.03,1
"Gm29488",0.402953076694579,1.44764880423531,0.012,0.009,1
"Exosc10",0.403486283805466,0.53129693204107,0.148,0.1,1
"Zfp975",0.403661605741915,0.700075241049346,0.111,0.08,1
"Gm45030",0.403809900346016,0.424516337760164,0.012,0.007,1
"Elp1",0.403942988203238,0.720396205643788,0.123,0.08,1
"Hivep2",0.404027606854847,0.233822068117749,0.444,0.376,1
"Rbm43",0.404123868227599,1.18552164033421,0.025,0.009,1
"Kdm5b",0.404317440779657,0.392300527521861,0.259,0.198,1
"Atm",0.404674027850252,0.342655748930193,0.185,0.135,1
"Mmab",0.405092926592387,1.85534415775467,0.037,0.016,1
"Cbfb",0.405140114002754,0.489345661487249,0.198,0.147,1
"Gm49417",0.40548508862023,1.17728391144876,0.049,0.023,1
"Mrpl50",0.405497414182624,0.304759620542638,0.062,0.041,1
"Psmb2",0.405753891834814,0.410719360242486,0.173,0.152,1
"Stil",0.406099008679403,2.47954832243766,0.012,0.002,1
"Smurf1",0.406173473487985,0.49451255488207,0.173,0.121,1
"Gm3364",0.406381171776584,1.47408584361719,0.012,0.003,1
"Hsp90ab1",0.406634145085651,0.443802748440002,0.296,0.238,1
"Zfp951",0.406740627119062,0.80571217031907,0.062,0.033,1
"Tmem134",0.406992384940412,0.134819338511765,0.062,0.047,1
"Aoc3",0.407112825857563,1.17060467789127,0.012,0.004,1
"5730405O15Rik",0.407322683031952,1.70290415730274,0.025,0.01,1
"Icmt",0.407387196356302,1.23243701218379,0.049,0.028,1
"Tufm",0.407870818899509,1.57092181058382,0.037,0.017,1
"Prkaa1",0.408032584556257,0.714830249099261,0.111,0.07,1
"4930453C13Rik",0.408118523851057,2.71517682509556,0.012,0.002,1
"Mecp2",0.408330216098083,0.106155758236667,0.346,0.363,1
"Fbxl19",0.408408038335915,0.71436765720022,0.049,0.04,1
"Ly6e",0.408503213548654,0.184917627884621,0.086,0.063,1
"Srrd",0.408776859592604,0.976734659268046,0.025,0.011,1
"Znhit6",0.408920299688392,0.502906000400939,0.086,0.056,1
"Pla2g6",0.408969621389719,0.775699204849959,0.037,0.03,1
"Rapgef5",0.409197718530919,0.866225348741655,0.086,0.053,1
"Gm48226",0.409927936793835,0.698324833102125,0.037,0.019,1
"Sdr39u1",0.410276146256298,1.0635758386768,0.025,0.02,1
"Creld2",0.411086288616684,0.700841454496074,0.037,0.034,1
"Sos1",0.41152585310059,0.341591393914189,0.395,0.325,1
"Gm14966",0.411635918026381,0.705983596251669,0.062,0.051,1
"A930012L18Rik",0.412042830881293,1.76386994383962,0.012,0.003,1
"Gm6566",0.412090073140495,1.7246866870971,0.025,0.008,1
"Gm47271",0.412096963618355,0.405258081762166,0.025,0.015,1
"Plin5",0.412299145486917,0.117038515588815,0.012,0.009,1
"Ino80b",0.412556622854892,0.694449067961255,0.037,0.02,1
"Naa38",0.41255821805517,1.23450466289017,0.025,0.015,1
"Arhgap33",0.412567722201837,1.72597804672407,0.012,0.003,1
"Anapc2",0.412683970381029,0.792647732618959,0.074,0.051,1
"Ecrg4",0.412714843354696,2.44412505115535,0.012,0.002,1
"Fam89b",0.412721313205805,1.44852314907463,0.025,0.015,1
"Olfml1",0.412961641619036,0.34246737583674,0.012,0.018,1
"Xlr3a",0.413182454551288,2.73798075615016,0.012,0.003,1
"Tmem88",0.413612690354845,0.989039967387536,0.012,0.004,1
"Acyp1",0.41363101358091,0.139810940929593,0.037,0.026,1
"Selplg",0.413871821296078,2.79045514224149,0.012,0.002,1
